Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-84648700007,2025-07-21,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,Unknown,POLK,1011300.0,SINGLE BARREL BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19235,KNOB CREEK SINGLE BARREL RESERVE,6.0,750.0,30.0,45.0,12.0,540.0,9.0,2.37
INV-84681800040,2025-07-21,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.19198 41.83667),CLINTON,1031100.0,AMERICAN VODKAS,65.0,JIM BEAM BRANDS,34578,PINNACLE,6.0,1750.0,10.0,15.0,6.0,90.0,10.5,2.77
INV-84683000003,2025-07-21,10118,TIGER MART / TIPTON,51 CEDAR ST.,TIPTON,52772,POINT (-91.12839 41.76494),CEDAR,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19064,JIM BEAM,24.0,375.0,6.1,9.15,24.0,219.6,9.0,2.37
INV-84648600017,2025-07-21,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.77432 41.56089),POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19476,MAKERS MARK,12.0,750.0,18.0,27.0,48.0,1296.0,36.0,9.51
INV-84685700005,2025-07-21,5118,KWIK STOP #82  /  PEOSTA,"185, PEOSTA ST",PEOSTA,52068,POINT (-90.85123 42.44272),DUBUQUE,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84652800006,2025-07-21,5354,KIMMES WALL LAKE,129 CENTER STREET,WALL LAKE,51466,POINT (-95.09062 42.27151),SAC,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12.0,50.0,7.0,10.5,1.0,10.5,0.05,0.01
INV-84608000004,2025-07-18,10534,CIRCLE K 1704 / BOONE,1704 S STORY ST,BOONE,50036,POINT (-93.8793 42.03684),BOONE,1031100.0,AMERICAN VODKAS,205.0,E & J GALLO WINERY,36969,NEW AMSTERDAM 80PRF,12.0,750.0,8.0,12.0,5.0,60.0,3.75,0.99
INV-84609000007,2025-07-18,5411,BLUEJAY MARKET,2810 WILLS AVE,PERRY,50220,POINT (-94.08102 41.83847),DALLAS,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84633300013,2025-07-18,5017,LANSING IGA,417 MAIN ST,LANSING,52151,POINT (-91.21922 43.36181),ALLAMAKEE,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,33467,ABSOLUT LIME,12.0,750.0,8.99,13.49,3.0,40.47,2.25,0.59
INV-84625800019,2025-07-18,5131,OASIS,"1401, BUCHANAN ST",DES MOINES,50316,POINT (-93.59924 41.59857),POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48259,HENNESSY VS FLASK,24.0,200.0,6.74,10.11,48.0,485.28,9.6,2.53
INV-84606300006,2025-07-18,3678,"SMOKE SHOP, THE",1918 SE 14TH ST,DES MOINES,50320,POINT (-93.5972 41.57103),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84553500002,2025-07-17,5213,GARNER ONE STOP,"2506, 280TH  ST",MONTROSE,52639,POINT (-91.43009 40.55223),LEE,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,12.0,750.0,17.49,26.24,12.0,314.88,9.0,2.37
INV-84555200020,2025-07-17,5374,IOWA LIQUOR & TOBACCO,1021 EAST MAIN STREET,OTTUMWA,52501,POINT (-92.4007 41.0104),WAPELLO,1081200.0,CREAM LIQUEURS,205.0,E & J GALLO WINERY,73055,RUMCHATA,12.0,750.0,14.0,21.0,6.0,126.0,4.5,1.18
INV-84519300070,2025-07-16,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.65977 41.9756),LINN,1022100.0,MIXTO TEQUILA,434.0,LUXCO INC,89387,JUAREZ GOLD,12.0,1000.0,9.0,13.5,12.0,162.0,12.0,3.17
INV-84547400043,2025-07-16,3712,MONTE SPIRITS,109 N 4TH ST,MONTEZUMA,50171,POINT (-92.52364 41.58593),POWESHIEK,1062200.0,WHITE RUM,434.0,LUXCO INC,45277,PARAMOUNT WHITE RUM,12.0,1000.0,4.75,7.13,2.0,14.26,2.0,0.52
INV-84540000008,2025-07-16,6276,KWIK STAR #1160 / LE MARS,321 5TH AVE SW,LE MARS,51031,POINT (-96.17431 42.78868),PLYMOUTH,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12.0,750.0,17.49,26.24,6.0,157.44,4.5,1.18
INV-84542600020,2025-07-16,2684,HY-VEE - FOREST CITY,315 HIGHWAY 69 N,FOREST CITY,50436,POINT (-93.63081 43.26642),WINNEBAGO,1062500.0,FLAVORED RUM,65.0,JIM BEAM BRANDS,44476,CRUZAN COCONUT,12.0,750.0,7.0,10.5,2.0,21.0,1.5,0.39
INV-84548100002,2025-07-16,4397,QUIK TRIP #514 / ANKENY,802 E 1ST ST,ANKENY,50021,POINT (-93.58628 41.73234),POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19064,JIM BEAM,24.0,375.0,6.1,9.15,1.0,9.15,0.37,0.09
INV-84544900006,2025-07-16,3045,BRITT FOOD CENTER,8 2ND ST NW,BRITT,50423,POINT (-93.80256 43.09867),HANCOCK,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,6.0,1750.0,13.99,20.99,6.0,125.94,10.5,2.77
INV-84532500051,2025-07-16,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240,POINT (-91.52984 41.6636),JOHNSON,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84172,99 BANANAS MINI,1.0,50.0,54.0,81.0,1.0,78.6,0.05,0.01
INV-84477900109,2025-07-15,10577,THE SPOT #10 / DYSART,702 WILSON ST,DYSART,52224,POINT (-92.30784 42.17188),TAMA,1031100.0,AMERICAN VODKAS,421.0,SAZERAC COMPANY  INC,37938,SKOL VODKA,6.0,1750.0,7.12,10.68,1.0,10.68,1.75,0.46
INV-84500500009,2025-07-15,3888,WAL-MART 0647 / GRINNELL,415 INDUSTRIAL AVE,GRINNELL,50112,POINT (-92.73096 41.72091),POWESHIEK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84495600011,2025-07-15,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101,POINT (-96.39464 42.49563),WOODBURY,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11297,CROWN ROYAL,12.0,1000.0,20.49,30.74,24.0,737.76,24.0,6.34
INV-84502000012,2025-07-15,6102,BREW OIL #53 / SIBLEY,1026 2ND AVE,SIBLEY,51249,POINT (-95.75212 43.39743),OSCEOLA,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,6.0,67.5,10.5,2.77
INV-84511100006,2025-07-15,4980,PRONTO BP,7305 LAPORTE RD.,WASHBURN,50702,POINT (-92.26507 42.40952),BLACK HAWK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11788,BLACK VELVET,6.0,1750.0,11.5,17.25,3.0,51.75,5.25,1.38
INV-84477900011,2025-07-15,10577,THE SPOT #10 / DYSART,702 WILSON ST,DYSART,52224,POINT (-92.30784 42.17188),TAMA,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11296,CROWN ROYAL,12.0,750.0,17.49,26.24,1.0,26.24,0.75,0.19
INV-84477900102,2025-07-15,10577,THE SPOT #10 / DYSART,702 WILSON ST,DYSART,52224,POINT (-92.30784 42.17188),TAMA,1031100.0,AMERICAN VODKAS,229.0,DEHNER DISTILLERY,37258,GOTCHA VODKA,12.0,1000.0,3.5,5.25,1.0,5.25,1.0,0.26
INV-84502200011,2025-07-15,4891,SCHOTTSY'S LIQUOR,109 5TH ST,SIBLEY,51249,POINT (-95.75126 43.40398),OSCEOLA,1031100.0,AMERICAN VODKAS,260.0,DIAGEO AMERICAS,38008,SMIRNOFF 80PRF PET,6.0,1750.0,14.75,22.13,6.0,132.78,10.5,2.77
INV-84495600024,2025-07-15,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101,POINT (-96.39464 42.49563),WOODBURY,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,36.0,189.0,27.0,7.13
INV-84489800014,2025-07-15,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,POINT (-92.47395 42.71212),BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19486,MAKERS 46,6.0,750.0,20.0,30.0,3.0,90.0,2.25,0.59
INV-84500000020,2025-07-15,3054,MCNALLY'S SUPER VALU,1026 MAIN,GRINNELL,50112,POINT (-92.72579 41.74573),POWESHIEK,1012300.0,SINGLE MALT SCOTCH,65.0,JIM BEAM BRANDS,5446,LAPHROAIG 10YR,12.0,750.0,29.5,44.25,1.0,44.25,0.75,0.19
INV-84490900078,2025-07-15,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.85435 41.61697),DALLAS,1081200.0,CREAM LIQUEURS,216.0,RUMCOQUI AND CO,80447,RUMCOQUI,6.0,750.0,11.0,16.5,6.0,99.0,4.5,1.18
INV-84499400006,2025-07-15,3942,TWIN TOWN LIQUOR,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.57943 41.98595),TAMA,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11777,BLACK VELVET,12.0,1000.0,7.0,10.5,24.0,252.0,24.0,6.34
INV-84490900032,2025-07-15,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.85435 41.61697),DALLAS,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,34456,KETEL ONE,12.0,750.0,11.33,17.0,12.0,204.0,9.0,2.37
INV-84444300009,2025-07-14,5071,JEFF'S MARKET / DURANT,408 6TH AVE,DURANT,52747,POINT (-90.91174 41.60058),CEDAR,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,34456,KETEL ONE,12.0,750.0,11.33,17.0,2.0,34.0,1.5,0.39
INV-84455400023,2025-07-14,4921,MARKET EXPRESS,5340 16TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.7397 41.96413),LINN,1022100.0,MIXTO TEQUILA,395.0,PROXIMO,87408,JOSE CUERVO ESPECIAL SILVER,12.0,750.0,12.0,18.0,1.0,18.0,0.75,0.19
INV-84425700012,2025-07-14,4997,DOWNTOWN PANTRY,"218, 6TH AVE #101",DES MOINES,50309,POINT (-93.62452 41.58565),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24.0,375.0,2.0,3.0,24.0,72.0,9.0,2.37
INV-84388600018,2025-07-11,5098,BEST FOOD MART 3  LLC,1621 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.63986 41.60042),POLK,1062100.0,GOLD RUM,35.0,BACARDI USA INC,43031,BACARDI GOLD MINI,12.0,50.0,5.54,8.31,12.0,99.72,0.6,0.15
INV-84375400076,2025-07-11,4509,AJ'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,POINT (-93.65084 42.02144),STORY,1022200.0,100% AGAVE TEQUILA,65.0,JIM BEAM BRANDS,88841,HORNITOS BLACK BARREL,12.0,750.0,18.5,27.75,1.0,27.75,0.75,0.19
INV-84398000011,2025-07-11,4369,KUM & GO #28 / NORWALK,2991 SUNSET DR,NORWALK,50211,POINT (-93.67424 41.4966),WARREN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36301,HAWKEYE VODKA MINI,12.0,50.0,4.5,6.75,2.0,13.5,0.1,0.02
INV-84379600011,2025-07-11,2668,HY-VEE FOOD STORE / LEON,1004 W 1ST ST,LEON,50144,POINT (-93.75776 40.73965),DECATUR,1091200.0,NEUTRAL GRAIN SPIRITS,434.0,LUXCO INC,41846,EVERCLEAR 151,12.0,750.0,9.0,13.5,4.0,54.0,3.0,0.79
INV-84379600013,2025-07-11,2668,HY-VEE FOOD STORE / LEON,1004 W 1ST ST,LEON,50144,POINT (-93.75776 40.73965),DECATUR,1062500.0,FLAVORED RUM,370.0,PERNOD RICARD USA,42716,MALIBU COCONUT,12.0,750.0,8.99,13.49,12.0,161.88,9.0,2.37
INV-84333600002,2025-07-10,10598,C'S LIQUOR / SPENCER,719 2ND AVE W,SPENCER,51301,POINT (-95.14776 43.14541),CLAY,1022100.0,MIXTO TEQUILA,421.0,SAZERAC COMPANY  INC,88767,TORTILLA WHITE,12.0,1000.0,7.66,11.49,60.0,689.4,60.0,15.85
INV-84354300015,2025-07-10,6278,ADVENTURELAND / ALTOONA,305 34TH AVE NW,ALTOONA,50009,POINT (-93.50311 41.65532),POLK,1022200.0,100% AGAVE TEQUILA,395.0,PROXIMO,87513,1800 SILVER,6.0,1750.0,24.0,36.0,6.0,216.0,10.5,2.77
INV-84355700003,2025-07-10,5499,KUM & GO #184 / ALTOONA,1430 1ST AVE NORTH,ALTOONA,50009,POINT (-93.46546 41.66343),POLK,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12.0,750.0,17.49,26.24,2.0,52.48,1.5,0.39
INV-84359400004,2025-07-10,5058,KUM & GO #542 / URBANDALE,11989 HICKMAN RD,URBANDALE,50323,POINT (-93.78291 41.61555),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24.0,375.0,2.0,3.0,24.0,72.0,9.0,2.37
INV-84371600019,2025-07-10,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322,POINT (-93.73889 41.63036),POLK,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43388,CASTILLO SILVER RUM,6.0,1750.0,10.0,15.0,6.0,90.0,10.5,2.77
INV-84346300042,2025-07-10,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.61378 41.60575),POLK,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43127,BACARDI SUPERIOR,12.0,1000.0,9.5,14.25,36.0,513.0,36.0,9.51
INV-84372700056,2025-07-10,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314,POINT (-91.41231 41.92012),LINN,1062200.0,WHITE RUM,421.0,SAZERAC COMPANY  INC,44217,BARTON LIGHT RUM,12.0,1000.0,4.5,6.75,24.0,162.0,24.0,6.34
INV-84370100017,2025-07-10,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703,POINT (-92.33538 42.49784),BLACK HAWK,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23828,FIVE STAR,6.0,1750.0,8.39,12.59,6.0,75.54,10.5,2.77
INV-84372700114,2025-07-10,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314,POINT (-91.41231 41.92012),LINN,1022100.0,MIXTO TEQUILA,395.0,PROXIMO,89197,JOSE CUERVO ESPECIAL REPOSADO,12.0,1000.0,15.0,22.5,12.0,270.0,12.0,3.17
INV-84359600015,2025-07-10,4733,WALGREENS #03773 / URBANDALE,4600 86TH ST,URBANDALE,50322,POINT (-93.73732 41.64458),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,12.0,135.0,21.0,5.54
INV-84342500001,2025-07-10,4675,KUM & GO #1113 / AMES,2801 E 13TH ST,AMES,50010,POINT (-93.57594 42.03484),STORY,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1.0,50.0,54.0,81.0,1.0,78.6,0.05,0.01
INV-84354000060,2025-07-10,3644,WAL-MART 2764 / ALTOONA,3501 8TH ST SW,ALTOONA,50009,POINT (-93.50492 41.6464),POLK,1081100.0,COFFEE LIQUEURS,370.0,PERNOD RICARD USA,67527,KAHLUA COFFEE,12.0,1000.0,17.49,26.24,12.0,314.88,12.0,3.17
INV-84370100075,2025-07-10,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703,POINT (-92.33538 42.49784),BLACK HAWK,1081500.0,TRIPLE SEC,434.0,LUXCO INC,86251,JUAREZ TRIPLE SEC,12.0,1000.0,2.5,3.75,60.0,225.0,60.0,15.85
INV-84353800021,2025-07-10,5717,CASEY'S GENERAL STORE #3789,2480 1ST AVE SOUTH,ALTOONA,50009,POINT (-93.46519 41.62925),POLK,1062200.0,WHITE RUM,35.0,BACARDI USA INC,43124,BACARDI SUPERIOR,24.0,375.0,5.0,7.5,6.0,45.0,2.25,0.59
INV-84314900027,2025-07-09,10600,CROWN LIQUOR / AMES,113 WELCH AVENUE,AMES,50014,POINT (-93.65013 42.02224),STORY,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84172,99 BANANAS MINI,1.0,50.0,54.0,81.0,1.0,78.6,0.05,0.01
INV-84313900096,2025-07-09,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,POINT (-93.61907 42.0229),STORY,1022200.0,100% AGAVE TEQUILA,370.0,PERNOD RICARD USA,88186,OLMECA ALTOS PLATA,6.0,750.0,14.99,22.49,6.0,134.94,4.5,1.18
INV-84315300005,2025-07-09,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.65977 41.9756),LINN,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15627,JAMESON,12.0,1000.0,20.98,31.47,48.0,1510.56,48.0,12.68
INV-84313900005,2025-07-09,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,POINT (-93.61907 42.0229),STORY,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11299,CROWN ROYAL,44.0,200.0,5.0,7.5,4.0,30.0,0.8,0.21
INV-84313900035,2025-07-09,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,POINT (-93.61907 42.0229),STORY,1032200.0,IMPORTED FLAVORED VODKA,395.0,PROXIMO,34972,THREE OLIVES CHERRY,12.0,750.0,9.96,14.94,3.0,44.82,2.25,0.59
INV-84327100015,2025-07-09,4673,SONNY'S SUPER MARKET / WEST POINT,327 5TH ST,WEST POINT,52656,POINT (-91.45245 40.71706),LEE,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-84328700003,2025-07-09,6026,MOD / KEOKUK,3345 MAIN ST,KEOKUK,52632,POINT (-91.40639 40.41793),LEE,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12.0,750.0,24.43,36.65,3.0,108.24,2.25,0.59
INV-84328700010,2025-07-09,6026,MOD / KEOKUK,3345 MAIN ST,KEOKUK,52632,POINT (-91.40639 40.41793),LEE,1062400.0,SPICED RUM,259.0,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED,24.0,375.0,3.5,5.25,24.0,126.0,9.0,2.37
INV-84328700005,2025-07-09,6026,MOD / KEOKUK,3345 MAIN ST,KEOKUK,52632,POINT (-91.40639 40.41793),LEE,1011600.0,STRAIGHT RYE WHISKIES,434.0,LUXCO INC,25940,REBEL STRAIGHT RYE 100,6.0,750.0,12.0,18.0,6.0,108.0,4.5,1.18
INV-84325800002,2025-07-09,6097,BREW OIL #51 / SANBORN,101 W 7TH ST,SANBORN,51248,POINT (-95.65612 43.18599),O'BRIEN,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11788,BLACK VELVET,6.0,1750.0,11.5,17.25,12.0,207.0,21.0,5.54
INV-84303200013,2025-07-09,5502,CASEY'S GENERAL STORE #3566 / PELLA,509 MAIN ST,PELLA,50219,POINT (-92.91649 41.4035),MARION,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24.0,375.0,2.0,3.0,24.0,72.0,9.0,2.37
INV-84303400008,2025-07-09,3949,WAL-MART 0751 / PELLA,1650 WASHINGTON ST,PELLA,50219,POINT (-92.93368 41.41141),MARION,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,6.0,67.5,10.5,2.77
INV-84282500004,2025-07-09,6180,BREW OIL #11 / BOYDEN,1010 SOUTHERN ST.,BOYDEN,51234,POINT (-96.00033 43.18624),SIOUX,1012100.0,CANADIAN WHISKIES,395.0,PROXIMO,14192,PENDLETON CANADIAN WHISKEY,12.0,750.0,15.0,22.5,4.0,90.0,3.0,0.79
INV-84303800031,2025-07-09,5353,NEW STAR / PELLA,977 198TH PL.,PELLA,50219,POINT (-92.95355 41.38102),MARION,1012200.0,SCOTCH WHISKIES,260.0,DIAGEO AMERICAS,5346,JOHNNIE WALKER RED,12.0,750.0,13.5,20.25,4.0,81.0,3.0,0.79
INV-84308700013,2025-07-09,5335,EXPO LIQUOR,1810 STATE STREET,BETTENDORF,52722,POINT (-90.50689 41.52528),SCOTT,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84217,99 GRAPES,48.0,100.0,1.0,1.5,48.0,72.0,4.8,1.26
INV-84296500008,2025-07-09,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.61378 41.60575),POLK,1042100.0,IMPORTED DRY GINS,65.0,JIM BEAM BRANDS,28778,ROKU GIN,6.0,750.0,17.5,26.25,12.0,315.0,9.0,2.37
INV-84300900014,2025-07-09,3980,WAL-MART 1721 / IOWA CITY,919 HWY 1 WEST,IOWA CITY,52246,POINT (-91.55178 41.64453),JOHNSON,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36308,HAWKEYE VODKA,6.0,1750.0,7.5,11.25,6.0,67.5,10.5,2.77
INV-84282500009,2025-07-09,6180,BREW OIL #11 / BOYDEN,1010 SOUTHERN ST.,BOYDEN,51234,POINT (-96.00033 43.18624),SIOUX,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34433,GREY GOOSE,12.0,750.0,14.99,22.49,4.0,89.96,3.0,0.79
INV-84254100040,2025-07-08,2567,HY-VEE DRUGSTORE / DAVENPORT,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.60945 41.56104),SCOTT,1081200.0,CREAM LIQUEURS,205.0,E & J GALLO WINERY,73055,RUMCHATA,12.0,750.0,14.0,21.0,12.0,252.0,9.0,2.37
INV-84272700018,2025-07-08,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101,POINT (-96.39464 42.49563),WOODBURY,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23828,FIVE STAR,6.0,1750.0,8.39,12.59,6.0,75.54,10.5,2.77
INV-84260300032,2025-07-08,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465 42.00667),MARSHALL,1062400.0,SPICED RUM,259.0,HEAVEN HILL BRANDS,43026,ADMIRAL NELSON SPICED,12.0,750.0,7.0,10.5,12.0,126.0,9.0,2.37
INV-84251500029,2025-07-08,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.85435 41.61697),DALLAS,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,34458,KETEL ONE,6.0,1750.0,21.49,32.24,12.0,386.88,21.0,5.54
INV-84249500009,2025-07-08,5701,THE HUT 23,603 10TH STREET,ONAWA,51040,POINT (-96.09717 42.03182),MONONA,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19064,JIM BEAM,24.0,375.0,6.1,9.15,5.0,45.75,1.87,0.49
INV-84239000013,2025-07-08,5878,HOMETOWN FOODS - HUBBARD,210 E MAPLE ST,HUBBARD,50122,POINT (-93.29826 42.30554),HARDIN,1022200.0,100% AGAVE TEQUILA,65.0,JIM BEAM BRANDS,88548,HORNITOS PLATA,12.0,750.0,15.0,22.5,2.0,45.0,1.5,0.39
INV-84262400005,2025-07-08,4981,SINCLAIR FOOD MART,206 N MAIN ST,TRAER,50675,POINT (-92.46547 42.19648),TAMA,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35913,FIVE O'CLOCK VODKA,48.0,200.0,1.15,1.73,48.0,83.04,9.6,2.53
INV-84270400013,2025-07-08,4366,KUM & GO #137 / TIFFIN,101 VILLAGE DR,TIFFIN,52340,POINT (-91.6644 41.69728),JOHNSON,1031100.0,AMERICAN VODKAS,195.0,SWELL LIQUOR LLC,38056,SWELL VODKA,12.0,750.0,6.0,9.0,1.0,9.0,0.75,0.19
INV-84249600010,2025-07-08,4444,KUM & GO #4127 / SLOAN,1864 HWY 141,SLOAN,51055,POINT (-96.23631 42.22816),WOODBURY,1062400.0,SPICED RUM,259.0,HEAVEN HILL BRANDS,43026,ADMIRAL NELSON SPICED,12.0,750.0,7.0,10.5,12.0,126.0,9.0,2.37
INV-84233600015,2025-07-07,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12841 41.77177),CEDAR,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19476,MAKERS MARK,12.0,750.0,18.0,27.0,3.0,81.0,2.25,0.59
INV-84233400001,2025-07-07,5656,CODY MART GAS & LIQUOR,1220 N CODY RD,LE CLAIRE,52753,POINT (-90.34437 41.6112),SCOTT,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11294,CROWN ROYAL,24.0,375.0,8.49,12.74,24.0,305.76,9.0,2.37
INV-84225500026,2025-07-07,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,Unknown,POLK,1041200.0,FLAVORED GIN,654.0,REVELTON DISTILLING COMPANY,33180,REVELTON MULBERRY GIN,6.0,750.0,17.5,26.25,30.0,787.5,22.5,5.94
INV-84217900022,2025-07-07,5071,JEFF'S MARKET / DURANT,408 6TH AVE,DURANT,52747,POINT (-90.91174 41.60058),CEDAR,1062500.0,FLAVORED RUM,370.0,PERNOD RICARD USA,42717,MALIBU COCONUT,12.0,1000.0,11.49,17.24,3.0,51.72,3.0,0.79
INV-84171200024,2025-07-03,4023,WAL-MART 1389 / BOONE,1515 SE MARSHALL ST,BOONE,50036,POINT (-93.87027 42.03612),BOONE,1032100.0,IMPORTED VODKAS,260.0,DIAGEO AMERICAS,34458,KETEL ONE,6.0,1750.0,21.49,32.24,6.0,193.44,10.5,2.77
