fdic_certificate_number,institution_name,state_name,fdic_id,docket,active,address,total_assets,bank_charter_class,change_code_1,change_code_2,change_code_3,change_code_4,change_code_5,change_code_6,change_code_7,change_code_8,change_code_9,change_code_10,change_code_11,change_code_12,change_code_13,change_code_14,change_code_15,occ_charter,chartering_agency,conservatorship,city,category_code,county_fips_code,county_name,established_date,last_updated,effective_date,end_effective_date,denovo_institute,total_deposits,equity_capital,fdic_geo_region,fdic_supervisory_region,fdic_supervisory_region_code,fed_reserve_district,fed_reserve_district_id,fed_reserve_unique_id,federal_charter,fdic_field_office,iba,inactive_flag,insurance_fund_membership,secondary_insurance_fund,deposit_insurance_date,credit_card_institution,bank_insurance_fund_member,insured_commercial_bank,deposit_insurance_fund_member,fdic_insured,saif_insured,insured_savings_institute,new_cert_number,oakar_institute,ots_region,last_structural_change,qbp_region,regulator,report_date,reporting_period_end_date,state_chartered,return_on_assets,roa_quarterly,roa_pretax,row_pretax_quarterly,return_on_equity,roe_quarterly,run_date,sasser_institute,law_sasser,state,state_fips_code,trade_name_1,trade_name_2,trade_name_3,trade_name_4,trade_name_5,trade_name_6,zip_code,occ_district,ultimate_cert_number,cfpb_supervisory_flag,cfpb_supervisory_start_date,cfpb_supervisory_end_date,offices_count,parent_fdic_cert,parent_parcert,high_holder_city,total_domestic_deposits,ffiec_call_report_filer,holding_company_flag,ag_lending_flag,ownership_type,top_holder,net_income,quarterly_net_income,office_count_domestic,office_count_foreign,office_count_us_territories,rssd_id,holding_company_state,subchap_s_indicator,trust_powers_status,asset_concentration_hierarchy,primary_specialization,csa_name,csa_fips_code,csa_indicator,cbsa_name,cbsa_fips_code,cbsa_metro_flag,cbsa_micro_flag,cbsa_division_name,cbsa_division_fips_code,cbsa_division_flag
8870,BankFirst Financial Services,Mississippi,5663,10529,True,900 Main St,2045233.0,SM,810.0,,,,,,,,,,,,,,,0,STATE,False,Columbus,13,28087,Lowndes,1888-06-01,2022-10-12,2022-10-01,,False,1797228.0,234357.0,13,Dallas,13,Dallas,8,914648,False,Jackson Ms,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-12,5,FED,2022-06-30,2022-06-30,True,1.1912629846510587,1.29,1.5453203633426793,1.69,10.78,11.49,2022-10-14,False,False,MS,28,,,,,,,39701,5,8870,False,,,42.0,,0.0,MACON,1797228.0,False,,False,False,BANKFIRST CAPITAL CORP,11692.0,6543.0,33.0,0.0,0.0,1247455.0,MS,False,0.0,4.0,Commercial Lending Specialization,"Columbus-West Point, MS",200.0,True,"Columbus, MS",18060.0,False,True,,,False
11423,Sycamore Bank,Mississippi,7294,0,False,301 E Main St,329170.0,NM,223.0,,,,,,,,,,,,,,,0,STATE,False,Senatobia,21,28137,Tate,1900-03-13,2022-10-12,2022-10-01,2022-10-01,False,304137.0,22435.0,13,Dallas,13,Dallas,8,924843,False,Jackson Ms,False,True,DIF,,1934-01-01,False,False,True,True,True,False,False,8870,False,West,2022-10-12,5,FDIC,2022-06-30,2022-06-30,True,0.9304485609041808,1.11,1.1673569675723958,1.44,12.5,15.89,2022-10-14,False,False,MS,28,,,,,,,38668,5,8870,False,,,,,0.0,SENATOBIA,304137.0,False,,False,False,TATE FINANCIAL CORP,1516.0,919.0,7.0,0.0,0.0,1119589.0,MS,False,1.0,4.0,Commercial Lending Specialization,"Memphis-Forrest City, TN-MS-AR",368.0,True,"Memphis, TN-MS-AR",32820.0,True,False,,,False
9120,Rolette State Bank,North Dakota,5838,0,True,209 Main Street,51045.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Rolette,21,38079,Rolette,1928-01-01,2022-10-12,2018-11-05,,False,47110.0,3617.0,11,Kansas City,11,Kansas City,9,1012457,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-12,4,FDIC,2022-06-30,2022-06-30,True,-0.1209319824782993,0.03,-0.1209319824782993,0.03,-1.63,0.44,2022-10-14,False,False,ND,38,,,,,,,58366,3,9120,False,,,1.0,,0.0,,47110.0,False,,True,False,,-30.0,4.0,1.0,0.0,0.0,,,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
3914,Ramsey National Bank,North Dakota,2551,12753,False,300 4th St Ne,319992.0,N,223.0,,,,,,,,,,,,,,,5886,OCC,False,Devils Lake,3,38071,Ramsey,1892-01-01,2022-10-11,2022-09-12,2022-09-12,False,288108.0,31266.0,11,Kansas City,11,Kansas City,9,987352,True,Fargo,False,True,DIF,,1934-01-01,False,False,True,True,True,False,False,15472,False,West,2022-10-11,4,OCC,2022-06-30,2022-06-30,False,0.981083225370272,1.0,0.981083225370272,1.0,8.88,9.71,2022-10-14,False,False,ND,38,,,,,,,58301,3,15472,False,,,,,0.0,PARK RIVER,288108.0,False,True,True,False,FIRST HOLDING PARK RIVER,1589.0,812.0,6.0,0.0,0.0,1140266.0,ND,True,1.0,2.0,Agricultural Specialization,,,,,,,,,,
28679,North Shore Bank,Wisconsin,41513,2130,True,15700 W Bluemound Rd,2617053.0,SI,510.0,470.0,430.0,,,,,,,,,,,,,0,STATE,False,Brookfield,42,55133,Waukesha,1923-01-01,2022-10-11,2022-09-23,,False,2130363.0,298814.0,9,Chicago,9,Chicago,7,376273,False,Milwaukee,False,False,DIF,,1939-06-02,False,False,False,True,True,False,True,0,False,Central,2022-10-11,3,FDIC,2022-06-30,2022-06-30,True,0.4530603009707838,0.58,0.6264131016126386,0.81,4.0,5.16,2022-10-14,False,False,WI,55,Illinois State Bank,,,,,,53005,3,28679,False,,,44.0,,0.0,,2130363.0,False,,False,True,,5917.0,3829.0,44.0,0.0,0.0,,,False,0.0,4.0,Commercial Lending Specialization,"Milwaukee-Racine-Waukesha, WI",376.0,True,"Milwaukee-Waukesha, WI",33340.0,True,False,,,False
9340,"Farmers & Merchants State Bank of New York Mills, Incorporated",Minnesota,5992,12477,True,11 Walker Ave N,77173.0,NM,520.0,,,,,,,,,,,,,,,0,STATE,False,New York Mills,21,27111,Otter Tail,1916-12-16,2022-10-11,2018-11-05,,False,70679.0,5325.0,11,Kansas City,11,Kansas City,9,721752,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,FDIC,2022-06-30,2022-06-30,True,0.5334339812543247,0.41,0.7397622192866578,0.79,5.48,5.09,2022-10-14,False,False,MN,27,,,,,,,56567,3,9340,False,,,1.0,,0.0,NEW YORK MILLS,70679.0,False,,False,False,NEW YORK MILLS BANCSHARES INC,212.0,80.0,1.0,0.0,0.0,1124202.0,MN,True,0.0,8.0,All Other Under 1 Billion,,,False,"Fergus Falls, MN",22260.0,False,True,,,False
10991,First State Bank of Bigfork,Minnesota,7042,9196,True,400 Main Avenue,99227.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Bigfork,21,27061,Itasca,1912-08-12,2022-10-11,2018-11-05,,False,84214.0,10005.0,11,Kansas City,11,Kansas City,9,364850,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,FDIC,2022-06-30,2022-06-30,True,0.6066652828091412,0.69,0.8758478917377006,0.95,6.02,6.94,2022-10-14,False,False,MN,27,,,,,,,56628,3,10991,False,,,2.0,,0.0,BIGFORK,84214.0,False,,False,False,BIGFORK BANCSHARES INC,302.0,173.0,2.0,0.0,0.0,1990087.0,MN,False,0.0,8.0,All Other Under 1 Billion,,,False,"Grand Rapids, MN",24330.0,False,True,,,False
9351,State Bank of Lake Park,Minnesota,6002,0,True,2049 2nd Street,44916.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Lake Park,21,27005,Becker,1926-10-11,2022-10-11,2018-11-05,,False,42090.0,2791.0,11,Kansas City,11,Kansas City,9,912756,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,FDIC,2022-06-30,2022-06-30,True,0.7457012516083746,0.86,0.7457012516083746,0.86,9.93,12.89,2022-10-14,False,False,MN,27,,,,,,,56554,3,9351,False,,,2.0,,0.0,LAKE PARK,42090.0,False,,False,False,LAKE PARK BANCSHARES INC,170.0,96.0,2.0,0.0,0.0,1132793.0,MN,True,0.0,8.0,All Other Under 1 Billion,,,,,,,,,,
10174,Farmers State Bank of Underwood,Minnesota,6515,0,True,110 Main St,103240.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Underwood,21,27111,Otter Tail,1915-12-01,2022-10-11,2018-11-05,,False,94002.0,5574.0,11,Kansas City,11,Kansas City,9,865852,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,FDIC,2022-06-30,2022-06-30,True,0.6881523110448423,0.47,0.749102944308814,0.59,11.14,8.19,2022-10-14,False,False,MN,27,,,,,,,56586,3,10174,False,,,4.0,,0.0,UNDERWOOD,94002.0,False,,False,False,UNDERWOOD BANCSHARES INC,350.0,119.0,4.0,0.0,0.0,1128385.0,MN,True,0.0,4.0,Commercial Lending Specialization,,,False,"Fergus Falls, MN",22260.0,False,True,,,False
9422,Citizens State Bank of Lankin,North Dakota,6053,0,True,401 Main Street,56106.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Lankin,21,38099,Walsh,1905-05-15,2022-10-11,2018-11-05,,False,51944.0,4124.0,11,Kansas City,11,Kansas City,9,940852,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,FDIC,2022-06-30,2022-06-30,True,0.3146659356245942,0.55,0.3146659356245942,0.55,3.38,6.63,2022-10-14,False,False,ND,38,,,,,,,58250,3,9422,False,,,4.0,,0.0,LANKIN,51944.0,False,,True,False,CITIZENS STATE BANCSHARES INC,88.0,78.0,4.0,0.0,0.0,2253060.0,ND,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
10176,Financial Security Bank,Minnesota,6517,0,True,1011 Atlantic Ave,130825.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Kerkhoven,21,27151,Swift,1906-01-01,2022-10-11,2018-11-05,,False,109370.0,21341.0,11,Kansas City,11,Kansas City,9,88950,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,FDIC,2022-06-30,2022-06-30,True,0.6271477265894897,0.59,0.7464722940379322,0.77,4.25,3.88,2022-10-14,False,False,MN,27,,,,,,,56252,3,10176,False,,,2.0,,0.0,DICKINSON,109370.0,False,True,True,False,BRAVERA HOLDINGS CORP,452.0,207.0,2.0,0.0,0.0,1133781.0,ND,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
5221,The First National Bank of Osakis,Minnesota,3507,12598,True,211 Central Avenue,88593.0,N,520.0,,,,,,,,,,,,,,,6837,OCC,False,Osakis,3,27041,Douglas,1903-06-08,2022-10-11,2018-11-05,,False,76995.0,7619.0,11,Kansas City,11,Kansas City,9,726458,True,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,OCC,2022-06-30,2022-06-30,False,0.745548961424332,0.91,0.9925816023738868,1.08,8.21,10.47,2022-10-14,False,False,MN,27,,,,,,,56360,3,5221,False,,,1.0,,0.0,LOWRY,76995.0,False,True,False,False,FINANCIAL SERVICES LOWRY INC,335.0,204.0,1.0,0.0,0.0,1127016.0,MN,True,0.0,4.0,Commercial Lending Specialization,,,False,"Alexandria, MN",10820.0,False,True,,,False
15472,First United Bank,North Dakota,9778,0,True,503 Briggs Ave S,336285.0,NM,810.0,,,,,,,,,,,,,,,0,STATE,False,Park River,21,38099,Walsh,1886-01-01,2022-10-11,2022-09-12,,False,310288.0,22183.0,11,Kansas City,11,Kansas City,9,1011955,False,Fargo,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-10-11,4,FDIC,2022-06-30,2022-06-30,True,1.6218510206344423,1.28,1.6218510206344423,1.28,21.37,18.3,2022-10-14,False,False,ND,38,,,,,,,58270,3,15472,False,,,16.0,,0.0,PARK RIVER,310288.0,False,True,True,False,FIRST HOLDING PARK RIVER,2828.0,1116.0,10.0,0.0,0.0,1140266.0,ND,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
27119,Northmark Bank,Massachusetts,38819,11802,False,89 Turnpike St,427963.0,NM,223.0,,,,,,,,,,,,,,,0,STATE,False,North Andover,21,25009,Essex,1987-12-08,2022-10-07,2022-10-01,2022-10-01,False,364605.0,54627.0,2,New York,2,New York,1,1161216,False,North Boston,False,True,DIF,,1987-12-08,False,False,True,True,True,False,False,8152,False,Northeast,2022-10-07,1,FDIC,2022-06-30,2022-06-30,True,0.8849805063878711,1.01,1.242420095846427,1.42,7.24,8.14,2022-10-14,False,False,MA,25,,,,,,,1845,1,8152,False,,,,,0.0,,364605.0,False,,False,False,,1951.0,1101.0,3.0,0.0,0.0,,,False,0.0,4.0,Commercial Lending Specialization,"Boston-Worcester-Providence, MA-RI-NH-CT",148.0,True,"Boston-Cambridge-Newton, MA-NH",14460.0,True,False,"Cambridge-Newton-Framingham, MA",15764.0,True
9374,The Corder Bank,Missouri,6019,0,False,227 N Lafayette St,25290.0,NM,223.0,,,,,,,,,,,,,,,0,STATE,False,Corder,21,29107,Lafayette,1891-09-10,2022-10-07,2022-10-01,2022-10-01,False,23289.0,1953.0,11,Kansas City,11,Kansas City,10,107459,False,Kansas City,False,True,DIF,,1934-01-01,False,False,True,True,True,False,False,22636,False,West,2022-10-07,4,FDIC,2022-06-30,2022-06-30,True,0.6895513811549975,1.13,0.6074619310174979,0.97,8.27,14.58,2022-10-14,False,False,MO,29,,,,,,,64021,4,22636,False,,,,,0.0,,23289.0,False,,True,False,,84.0,71.0,1.0,0.0,0.0,,,False,0.0,2.0,Agricultural Specialization,"Kansas City-Overland Park-Kansas City, MO-KS",312.0,True,"Kansas City, MO-KS",28140.0,True,False,,,False
8152,Cambridge Trust Company,Massachusetts,5196,0,True,1336 Massachusetts Ave,5057595.0,NM,810.0,,,,,,,,,,,,,,,0,STATE,False,Cambridge,21,25017,Middlesex,1890-01-01,2022-10-07,2022-10-01,,False,4279830.0,425938.0,2,New York,2,New York,1,736206,False,North Boston,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Northeast,2022-10-07,1,FDIC,2022-06-30,2022-06-30,True,1.083192555717068,1.09,1.477503509752341,1.51,12.73,12.94,2022-10-14,False,False,MA,25,Cambridge Trust,,,,,,2138,1,8152,False,,,24.0,,0.0,CAMBRIDGE,4279830.0,False,,False,False,CAMBRIDGE BCORP,27020.0,13689.0,21.0,0.0,0.0,1115013.0,MA,False,1.0,4.0,Commercial Lending Specialization,"Boston-Worcester-Providence, MA-RI-NH-CT",148.0,True,"Boston-Cambridge-Newton, MA-NH",14460.0,True,False,"Cambridge-Newton-Framingham, MA",15764.0,True
2832,First Bank of Alabama,Alabama,1853,14230,True,120 North St E,855897.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Talladega,21,1121,Talladega,1848-01-01,2022-10-07,2022-10-01,,False,788910.0,61318.0,5,Atlanta,5,Atlanta,6,257233,False,Shelby,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Southeast,2022-10-07,2,FDIC,2022-06-30,2022-06-30,True,1.4020528198500029,1.33,1.7709536027777493,1.7,15.56,16.53,2022-10-14,False,False,AL,1,,,,,,,35160,5,2832,False,,,12.0,,0.0,TALLADEGA,788910.0,False,,False,False,FIRSTBANC OF ALABAMA INC,6100.0,2881.0,10.0,0.0,0.0,1135356.0,AL,False,1.0,4.0,Commercial Lending Specialization,"Birmingham-Hoover-Talladega, AL",142.0,True,"Talladega-Sylacauga, AL",45180.0,False,True,,,False
58558,Southern States Bank,Alabama,456290,0,True,615 Quintard Ave,1904800.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Anniston,21,1015,Calhoun,2007-08-27,2022-10-07,2022-10-01,,False,1651588.0,207315.0,5,Atlanta,5,Atlanta,6,3629420,False,Shelby,False,False,DIF,,2007-08-27,False,False,True,True,True,False,False,0,False,Southeast,2022-10-07,2,FDIC,2022-06-30,2022-06-30,True,1.1764609382049045,1.24,1.545683967616428,1.63,10.71,11.12,2022-10-14,False,False,AL,1,,,,,,,36201,5,58558,False,,,13.0,,0.0,ANNISTON,1651588.0,False,,False,False,SOUTHERN STATES BANCSHARES INC,10757.0,5758.0,15.0,0.0,0.0,3818381.0,AL,False,0.0,4.0,Commercial Lending Specialization,,,False,"Anniston-Oxford, AL",11500.0,True,False,,,False
22636,Community Bank of Marshall,Missouri,15792,0,True,811 W College St,203484.0,NM,810.0,,,,,,,,,,,,,,,0,STATE,False,Marshall,21,29195,Saline,1978-05-01,2022-10-07,2022-10-01,,False,185133.0,12401.0,11,Kansas City,11,Kansas City,10,706656,False,Columbia Mo,False,False,DIF,,1978-05-01,False,False,True,True,True,False,False,0,False,West,2022-10-07,4,FDIC,2022-06-30,2022-06-30,True,0.8539571469377563,0.93,1.0580350730040882,1.17,11.47,14.19,2022-10-14,False,False,MO,29,,,,,,,65340,4,22636,False,,,8.0,,0.0,MARSHALL,185133.0,False,,True,False,MARSHALL CMTY BANCSHARES INC,862.0,479.0,7.0,0.0,0.0,2647360.0,MO,False,0.0,2.0,Agricultural Specialization,,,False,"Marshall, MO",32180.0,False,True,,,False
3363,"CommunityBank of Texas, N.A.",Texas,2182,0,False,5999 Delaware St,4323025.0,N,223.0,,,,,,,,,,,,,,,12898,OCC,False,Beaumont,3,48245,Jefferson,1926-03-06,2022-10-06,2022-10-01,2022-10-01,False,3784447.0,502386.0,13,Dallas,13,Dallas,11,774262,True,Houston,False,True,DIF,,1934-01-01,False,False,True,True,True,False,False,58629,False,West,2022-10-06,5,OCC,2022-06-30,2022-06-30,False,1.0801738869490418,1.13,1.3237731268216475,1.4,9.24,9.76,2022-10-14,False,False,TX,48,,,,,,,77706,5,58629,False,,,,,0.0,BEAUMONT,3784447.0,False,,False,False,CBTX INC,23865.0,12388.0,34.0,0.0,0.0,3594872.0,TX,False,0.0,4.0,Commercial Lending Specialization,,,False,"Beaumont-Port Arthur, TX",13140.0,True,False,,,False
58629,Allegiance Bank,Texas,460060,0,True,8727 W Sam Houston Pkwy N,6722118.0,NM,810.0,,,,,,,,,,,,,,,0,STATE,False,Houston,21,48201,Harris,2007-10-15,2022-10-06,2022-10-01,,False,5919646.0,726637.0,13,Dallas,13,Dallas,11,3579589,False,Houston,False,False,DIF,,2007-10-15,False,False,True,True,True,False,False,0,False,West,2022-10-06,5,FDIC,2022-06-30,2022-06-30,True,1.068475256351184,1.01,1.3116970171410365,1.24,9.69,9.42,2022-10-14,False,False,TX,48,,,,,,,77040,5,58629,False,,,60.0,,0.0,HOUSTON,5919646.0,False,,False,False,ALLEGIANCE BANCSHARES INC,37323.0,17509.0,26.0,0.0,0.0,3744239.0,TX,False,0.0,4.0,Commercial Lending Specialization,"Houston-The Woodlands, TX",288.0,True,"Houston-The Woodlands-Sugar Land, TX",26420.0,True,False,,,False
11578,Burke & Herbert Bank & Trust Company,Virginia,7397,0,True,100 S Fairfax St,3585822.0,NM,820.0,,,,,,,,,,,,,,,0,STATE,False,Alexandria,21,51510,Alexandria City,1852-01-01,2022-10-06,2022-10-01,,False,2960423.0,291138.0,5,Atlanta,5,Atlanta,5,933621,False,Richmond,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Southeast,2022-10-06,2,FDIC,2022-06-30,2022-06-30,True,1.0887135450397154,1.17,1.3024634307200529,1.38,11.58,13.37,2022-10-14,False,False,VA,51,,,,,,,22314,1,11578,False,,,23.0,,0.0,,2960423.0,False,,False,False,,19523.0,10397.0,24.0,0.0,0.0,,,False,1.0,4.0,Commercial Lending Specialization,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548.0,True,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900.0,True,False,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47894.0,True
58859,CornerStone Bank,Virginia,470827,0,True,54 S Main St,201861.0,SM,520.0,510.0,470.0,430.0,,,,,,,,,,,,0,STATE,False,Lexington,13,51678,Lexington City,2009-02-17,2022-10-05,2022-09-09,,False,182437.0,19099.0,5,Atlanta,5,Atlanta,5,3816163,False,Richmond,False,False,DIF,,2009-02-17,False,False,True,True,True,False,False,0,False,Southeast,2022-10-05,2,FED,2022-06-30,2022-06-30,True,0.8389743589743589,0.93,1.0461538461538462,1.16,8.76,9.67,2022-10-14,False,False,VA,51,,,,,,,24450,1,58859,False,,,4.0,,0.0,,182437.0,False,,False,False,,818.0,456.0,4.0,0.0,0.0,,,False,0.0,4.0,Commercial Lending Specialization,,,,,,,,,,
920,Community Banks of Shelby County,Illinois,595,0,False,126 N Grand Ave,66654.0,NM,223.0,,,,,,,,,,,,,,,0,STATE,False,Cowden,21,17173,Shelby,1892-01-01,2022-10-05,2022-09-23,2022-09-23,False,61069.0,5556.0,9,Chicago,9,Chicago,7,102539,False,Champaign,False,True,DIF,,1934-01-01,False,False,True,True,True,False,False,29566,False,Central,2022-10-05,3,FDIC,2022-06-30,2022-06-30,True,-0.0454570708473703,-0.01,-0.0454570708473703,-0.01,-0.54,-0.14,2022-10-14,False,False,IL,17,,,,,,,62422,3,29566,False,,,,,0.0,SPRINGFIELD,61069.0,False,,True,False,COWDEN BCORP INC,-15.0,-2.0,3.0,0.0,0.0,1204467.0,IL,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
58647,First Foundation Bank,California,461041,18049,True,18101 Von Karman Ave,11228323.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Irvine,21,6059,Orange,2007-10-01,2022-10-05,2022-09-30,,False,9604407.0,1201493.0,14,San Francisco,14,San Francisco,12,3637685,False,Orange,False,False,DIF,,2007-10-01,False,False,True,True,True,False,False,0,False,Western,2022-10-05,6,FDIC,2022-06-30,2022-06-30,True,1.2337473956272913,1.26,1.716154457668818,1.74,11.41,11.55,2022-10-14,False,False,CA,6,,,,,,,92612,4,58647,False,,,30.0,,0.0,DALLAS,9604407.0,False,,False,False,FIRST FOUNDATION INC,65492.0,34254.0,30.0,0.0,0.0,3842658.0,TX,False,1.0,4.0,Commercial Lending Specialization,"Los Angeles-Long Beach, CA",348.0,True,"Los Angeles-Long Beach-Anaheim, CA",31080.0,True,False,"Anaheim-Santa Ana-Irvine, CA",11244.0,True
29209,NexBank,Texas,42043,3102,True,2515 Mckinney Ave,13314397.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Dallas,21,48113,Dallas,1934-11-30,2022-10-05,2022-09-30,,False,10133301.0,1067558.0,13,Dallas,13,Dallas,11,652874,False,Dallas,False,False,DIF,,1934-11-30,False,False,True,True,True,False,False,0,False,West,2022-10-05,5,FDIC,2022-06-30,2022-06-30,True,1.432716866717997,0.95,1.8537331482226935,1.27,18.33,12.0,2022-10-14,False,False,TX,48,,,,,,,75201,5,29209,False,,,3.0,,0.0,DALLAS,10133301.0,False,,False,False,SLHC TRUST THE,85633.0,29871.0,3.0,0.0,0.0,4970802.0,TX,False,0.0,5.0,Mortgage Lending Specialization,"Dallas-Fort Worth, TX-OK",206.0,True,"Dallas-Fort Worth-Arlington, TX",19100.0,True,False,"Dallas-Plano-Irving, TX",19124.0,True
29566,"United Fidelity Bank, fsb",Indiana,42400,3676,True,18 Nw 4th St,4168004.0,SB,810.0,,,,,,,,,,,,,,,703676,OCC,False,Evansville,33,18163,Vanderburgh,1931-01-01,2022-10-05,2022-09-23,,False,3474490.0,360161.0,9,Chicago,9,Chicago,8,391575,True,Indianapolis,False,False,DIF,,1936-03-21,False,False,False,True,True,False,True,0,False,Central,2022-10-05,3,OCC,2022-06-30,2022-06-30,False,3.996187358657038,5.05,5.120853183639056,6.55,44.37,58.52,2022-10-14,False,False,IN,18,"Bank of St. Croix, a Division of United Fidelity Bank, fsb","International City Bank, a Division of United Fidelity Bank, fsb",,,,,47708,3,29566,False,,,23.0,,0.0,CARMEL,3050559.0,True,,False,False,PEDCOR FINANCIAL LLC,69366.0,47526.0,18.0,0.0,2.0,3848931.0,IN,False,0.0,4.0,Commercial Lending Specialization,,,False,"Evansville, IN-KY",21780.0,True,False,,,False
954,FNB Bank,Iowa,622,0,True,311 5th Street,239070.0,SM,,,,,,,,,,,,,,,,0,STATE,False,Fontanelle,13,19001,Adair,1905-08-23,2022-10-05,2017-11-13,,False,207158.0,31756.0,11,Kansas City,11,Kansas City,7,617743,False,Des Moines,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Western,2022-10-05,4,FED,2022-06-30,2022-06-30,True,1.0455273264732572,1.14,1.0984335285357594,1.2,7.64,8.73,2022-10-14,False,False,IA,19,,,,,,,50846,4,954,False,,,5.0,,0.0,FONTANELLE,207158.0,False,,True,False,FIRST FONTANELLE EMPLOYEE STK OWNERSHIP PLAN&TR,1245.0,694.0,5.0,0.0,0.0,3696141.0,IA,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
15813,OneSouth Bank,Georgia,10057,14771,True,4070 Forsyth Rd,175484.0,NM,520.0,,,,,,,,,,,,,,,0,STATE,False,Macon,21,13021,Bibb,1939-01-09,2022-10-04,2022-08-29,,False,150546.0,17903.0,5,Atlanta,5,Atlanta,6,1015832,False,Atlanta,False,False,DIF,,1941-04-28,False,False,True,True,True,False,False,0,False,Southeast,2022-10-04,2,FDIC,2022-06-30,2022-06-30,True,0.3766344513928368,0.41,0.3766344513928368,0.41,3.58,3.93,2022-10-14,False,False,GA,13,,,,,,,31210,5,15813,False,,,3.0,,0.0,BLAKELY,150546.0,False,,False,False,ONE SOUTH FINANCIAL INC,318.0,175.0,3.0,0.0,0.0,2037569.0,GA,True,1.0,4.0,Commercial Lending Specialization,"Macon-Bibb County-Warner Robins, GA",356.0,True,"Macon-Bibb County, GA",31420.0,True,False,,,False
30248,Home Savings Bank,Wisconsin,43082,5042,False,3762 E Washington Ave,176175.0,SI,240.0,410.0,,,,,,,,,,,,,,0,STATE,False,Madison,41,55025,Dane,1895-01-01,2022-10-03,2022-10-01,2022-10-01,False,129788.0,18311.0,9,Chicago,9,Chicago,7,255873,False,Madison,False,True,DIF,,1944-12-01,False,False,False,True,True,False,True,0,False,Central,2022-10-03,3,FDIC,2022-03-31,2022-06-30,True,-0.3681721878463891,-0.37,-0.2446998077759537,-0.24,-3.57,-3.57,2022-10-14,False,False,WI,55,,,,,,,53704,3,30248,False,,,,,0.0,MADISON,129788.0,False,,False,False,HOME BCORP WISCONSIN INC,-164.0,-164.0,3.0,0.0,0.0,4522199.0,WI,False,0.0,4.0,Commercial Lending Specialization,"Madison-Janesville-Beloit, WI",357.0,True,"Madison, WI",31540.0,True,False,,,False
28776,Quarry City Savings and Loan Association,Missouri,41610,2338,False,713 Pca Rd,74698.0,SL,223.0,,,,,,,,,,,,,,,0,STATE,False,Warrensburg,35,29101,Johnson,1890-01-01,2022-10-03,2022-09-23,2022-09-23,False,64637.0,9430.0,11,Kansas City,11,Kansas City,10,634973,False,Kansas City,False,True,DIF,,1953-10-19,False,False,False,True,True,False,True,27046,False,West,2022-10-03,4,FDIC,2022-06-30,2022-06-30,True,-0.3974952355023141,-0.4,-0.5254560304927852,-0.56,-3.07,-3.17,2022-10-14,False,False,MO,29,,,,,,,64093,4,27046,False,,,,,0.0,,64637.0,False,,False,False,,-146.0,-75.0,1.0,0.0,0.0,,,False,0.0,8.0,All Other Under 1 Billion,"Kansas City-Overland Park-Kansas City, MO-KS",312.0,True,"Warrensburg, MO",47660.0,False,True,,,False
